13,28,79,9,115660,52815.0,62815,17530.0,75030,23090.0,100110.0,3445.0,225.0,730.0,6995.0,535.0,1175.0,70.0,98940.0,515.0,190.0,1670.0,55.0,30.0,115.0,145.0,1310.0,4175.0,55.0,140.0,115.0,550.0,0.0,0.0,102825.0,12805,8950.0,34990.0,8870.0,8575.0,40020,14235.0,47555.0,5250.0,55285.0,7540.0,16025.0,1505.0,64470.0,10560.0,22370.0,725.0,53460.0,47580,1955.0,4045.0,8585.0,17325.0,33415.0,2265.0,55.0,34975.0,12325.0,0.0,1425.0,205.0,0.0,3055.0,455.0,0.0,1105.0,6770.0,420.0,4365.0,7810.0,39050,46470.0,17530.0,90.0,305.0,1265.0,2835.0,2430.0,4990.0,17575.0,21435.0,22115.0,24250.0,8600.0,8350.0,305.0,95.0,3865.0,375.0,6660.0,950.0,33655.0,5085.0,42130.0,4245.0,15940.0,1445.0,110.0,175.0,675.0,2995.0,2310.0,4120.0,30335.0,8395.0,40695.0,5190.0,17345.0,55110.0,47535.0,2910.0,4720.0,20495.0,11890.0,1615.0,8450.0,1325.0,2125.0,95.0,1975.0,7695.0,8115.0,7110.0,3240.0,3420.0,3280.0,1440.0,3960.0,490.0,1405.0,3170.0,11970.0,14880.0,5975.0,2120.0,955.0,1295.0,47535.0,13510.0,14525.0,8370.0,6605.0,2320.0,745.0
13,28,79,10,242950,114375.0,128580,30915.0,154095,57915.0,200145.0,8340.0,1000.0,1395.0,25275.0,240.0,1885.0,40.0,196475.0,705.0,60.0,4910.0,0.0,340.0,30.0,370.0,1215.0,20325.0,45.0,30.0,30.0,1005.0,0.0,0.0,203015.0,39950,15790.0,74850.0,23745.0,15115.0,79265,34225.0,94615.0,19715.0,108320.0,20255.0,24440.0,6430.0,121395.0,32685.0,57120.0,790.0,105790.0,107160,3275.0,7460.0,19220.0,29520.0,71360.0,2560.0,15.0,70540.0,36165.0,15.0,1825.0,455.0,10.0,4650.0,790.0,10.0,2040.0,14805.0,2025.0,16950.0,29260.0,116045,47750.0,30915.0,490.0,1185.0,5130.0,10190.0,11235.0,16375.0,58125.0,57915.0,21025.0,25385.0,14955.0,13990.0,1525.0,170.0,15460.0,980.0,25610.0,3090.0,92420.0,22985.0,42170.0,4720.0,23665.0,6095.0,370.0,505.0,1610.0,12570.0,9080.0,16520.0,95255.0,19720.0,42870.0,3145.0,29490.0,115525.0,99900.0,2740.0,12890.0,50010.0,24515.0,2555.0,13745.0,1530.0,2865.0,150.0,3565.0,24025.0,35470.0,19105.0,4375.0,1720.0,660.0,95.0,35.0,340.0,2075.0,8805.0,25165.0,44610.0,6975.0,425.0,55.0,95.0,99900.0,25495.0,32655.0,19295.0,13525.0,2850.0,1330.0
13,28,79,11,246020,116120.0,129875,36720.0,161510,47800.0,195175.0,9230.0,1060.0,1780.0,32215.0,290.0,2415.0,40.0,191545.0,575.0,255.0,5890.0,50.0,490.0,145.0,125.0,1735.0,26910.0,10.0,55.0,70.0,1035.0,10.0,0.0,197620.0,48380,18695.0,78740.0,18700.0,17970.0,82810,29065.0,92095.0,24075.0,105530.0,24350.0,29560.0,7070.0,121105.0,40405.0,46890.0,900.0,113070.0,103370,4045.0,8425.0,16985.0,35885.0,72755.0,2825.0,45.0,75105.0,28095.0,0.0,2570.0,495.0,0.0,6230.0,680.0,25.0,1865.0,13350.0,2425.0,18890.0,31185.0,114165,42575.0,36685.0,705.0,1435.0,6045.0,11465.0,13055.0,16885.0,57315.0,56825.0,18280.0,23025.0,17950.0,16985.0,1750.0,400.0,17305.0,940.0,25140.0,5405.0,85495.0,27930.0,36900.0,4915.0,28625.0,6415.0,310.0,725.0,2040.0,14415.0,14685.0,13315.0,100660.0,11930.0,39245.0,1435.0,35840.0,115260.0,99590.0,3490.0,12065.0,41465.0,29565.0,3195.0,15950.0,1525.0,3150.0,35.0,5555.0,27740.0,29145.0,19520.0,5005.0,1215.0,470.0,25.0,60.0,435.0,2345.0,10610.0,29170.0,40835.0,5795.0,330.0,60.0,50.0,99590.0,26910.0,30480.0,18290.0,14655.0,3515.0,1155.0
13,28,79,12,135855,64565.0,71275,22145.0,89160,24575.0,105320.0,3545.0,1340.0,1080.0,20470.0,180.0,1410.0,0.0,103205.0,0.0,155.0,1770.0,0.0,895.0,70.0,210.0,1090.0,16780.0,0.0,40.0,190.0,535.0,0.0,0.0,107180.0,28715,11495.0,43645.0,9430.0,10665.0,45490,15130.0,50240.0,14350.0,56945.0,14340.0,17990.0,4160.0,65150.0,24010.0,24025.0,545.0,62450.0,56170,2440.0,4785.0,10025.0,21340.0,38990.0,1010.0,40.0,42060.0,13880.0,0.0,1630.0,245.0,0.0,3595.0,315.0,15.0,1165.0,8125.0,2150.0,12150.0,16915.0,63140,19340.0,22145.0,630.0,1300.0,4035.0,7640.0,7460.0,8955.0,31750.0,31350.0,8350.0,10505.0,11225.0,10365.0,1690.0,295.0,11250.0,840.0,13980.0,2730.0,47240.0,15670.0,14520.0,4525.0,17580.0,4020.0,370.0,740.0,1785.0,8825.0,8805.0,6265.0,56975.0,5320.0,18125.0,390.0,21450.0,59285.0,52820.0,1240.0,5210.0,18940.0,19035.0,1625.0,8375.0,770.0,2155.0,95.0,2215.0,12350.0,13345.0,14640.0,4565.0,840.0,100.0,10.0,0.0,145.0,1340.0,5145.0,14790.0,23385.0,1705.0,175.0,30.0,35.0,52820.0,12860.0,15120.0,10640.0,8340.0,2090.0,1200.0
13,28,79,13,233590,111865.0,121720,35125.0,156595,41850.0,190340.0,5220.0,625.0,2215.0,26195.0,145.0,1970.0,0.0,185670.0,1745.0,100.0,1805.0,60.0,70.0,100.0,635.0,2845.0,19700.0,30.0,0.0,45.0,1050.0,0.0,0.0,192780.0,40790,18155.0,77365.0,16340.0,17005.0,79270,25510.0,91415.0,20415.0,101345.0,20350.0,28295.0,6795.0,123205.0,33420.0,41260.0,575.0,108690.0,95650,4755.0,7835.0,16655.0,33615.0,71035.0,1760.0,45.0,71225.0,23295.0,0.0,2400.0,365.0,0.0,5035.0,520.0,0.0,1800.0,12155.0,5180.0,23085.0,29975.0,113670,26460.0,35125.0,1310.0,2820.0,7430.0,13765.0,12340.0,15380.0,58215.0,55450.0,10460.0,13790.0,16815.0,15610.0,3660.0,615.0,21135.0,1255.0,25530.0,3520.0,89830.0,22675.0,21600.0,3275.0,27380.0,6330.0,955.0,1475.0,3285.0,16185.0,17340.0,9060.0,104880.0,6935.0,23055.0,570.0,33865.0,106575.0,92050.0,2275.0,12260.0,39395.0,26525.0,2035.0,14210.0,955.0,3065.0,280.0,7500.0,24840.0,23770.0,19085.0,5055.0,725.0,95.0,95.0,15.0,445.0,2935.0,11315.0,25530.0,36020.0,4245.0,330.0,70.0,55.0,92050.0,22820.0,27230.0,17510.0,12950.0,3145.0,1620.0
13,28,79,14,98720,45900.0,52865,13295.0,61900,23525.0,87415.0,1710.0,360.0,365.0,6215.0,100.0,130.0,0.0,86670.0,70.0,100.0,710.0,10.0,20.0,35.0,0.0,685.0,4255.0,10.0,20.0,65.0,0.0,0.0,0.0,89355.0,9385,6740.0,29660.0,9480.0,6565.0,32230,14020.0,41575.0,4305.0,47785.0,5055.0,12030.0,1275.0,54105.0,7815.0,23235.0,300.0,42780.0,43775,1350.0,3200.0,7610.0,12535.0,27905.0,810.0,55.0,29185.0,14490.0,0.0,755.0,140.0,10.0,1970.0,225.0,0.0,630.0,6225.0,925.0,6425.0,10900.0,44585,22505.0,13295.0,155.0,625.0,1585.0,4215.0,3800.0,6240.0,22505.0,22085.0,9965.0,11960.0,6240.0,6155.0,760.0,20.0,6140.0,180.0,9975.0,670.0,39150.0,4900.0,20895.0,1470.0,11600.0,970.0,195.0,170.0,490.0,4665.0,2935.0,5960.0,36065.0,8060.0,19935.0,1770.0,12550.0,44380.0,39560.0,1000.0,3855.0,22655.0,8690.0,720.0,3355.0,525.0,1130.0,0.0,925.0,7540.0,7680.0,11865.0,4605.0,1070.0,840.0,35.0,10.0,30.0,125.0,2475.0,6800.0,20100.0,4195.0,455.0,20.0,25.0,39560.0,9090.0,13160.0,7595.0,5930.0,1290.0,465.0
13,28,79,15,219515,100500.0,118975,29235.0,142045,48165.0,179280.0,7255.0,495.0,1180.0,25340.0,735.0,1740.0,40.0,176795.0,370.0,110.0,3200.0,0.0,15.0,10.0,180.0,2590.0,17175.0,140.0,90.0,20.0,435.0,0.0,0.0,185950.0,33530,15020.0,66920.0,18585.0,14230.0,75200,29580.0,84950.0,15560.0,101040.0,17960.0,25210.0,4050.0,113710.0,28360.0,47035.0,1145.0,98995.0,91050,3490.0,8565.0,17385.0,28085.0,64970.0,3710.0,100.0,63940.0,26800.0,0.0,1970.0,610.0,0.0,6130.0,860.0,0.0,2050.0,13710.0,1455.0,12320.0,22895.0,92435,61100.0,29235.0,285.0,965.0,3820.0,7520.0,7925.0,14070.0,43770.0,48700.0,28155.0,31840.0,14195.0,13785.0,1185.0,70.0,11045.0,845.0,20215.0,2020.0,73745.0,18040.0,53795.0,6720.0,24610.0,3805.0,335.0,390.0,1165.0,8430.0,6735.0,13210.0,76205.0,15460.0,53835.0,5600.0,28030.0,101710.0,91505.0,1945.0,8190.0,42310.0,21085.0,3335.0,15605.0,1975.0,3450.0,20.0,3485.0,24015.0,23095.0,15530.0,5255.0,3165.0,3265.0,790.0,870.0,550.0,1950.0,8895.0,27880.0,32645.0,8170.0,1305.0,410.0,270.0,91505.0,27245.0,27950.0,16000.0,11685.0,4025.0,1270.0
13,28,79,16,173035,82100.0,90935,29460.0,113900,29660.0,151065.0,5015.0,765.0,1570.0,10840.0,700.0,780.0,0.0,149060.0,605.0,495.0,2770.0,135.0,285.0,260.0,230.0,1170.0,6875.0,180.0,240.0,205.0,125.0,0.0,0.0,154700.0,18325,15250.0,54420.0,12420.0,14215.0,59525,17200.0,73860.0,8250.0,80810.0,10115.0,26530.0,2925.0,99290.0,14630.0,28855.0,775.0,77785.0,77000,2550.0,6175.0,9455.0,29050.0,46185.0,1770.0,40.0,58320.0,18565.0,0.0,1855.0,290.0,0.0,4910.0,565.0,10.0,1550.0,7115.0,1140.0,8045.0,14305.0,67890,52155.0,29460.0,295.0,780.0,2500.0,5115.0,5680.0,8095.0,32730.0,35145.0,24905.0,26910.0,15045.0,13960.0,1070.0,20.0,7420.0,430.0,13150.0,1000.0,60010.0,7475.0,46175.0,5650.0,26270.0,2675.0,255.0,510.0,940.0,6125.0,5440.0,7500.0,57090.0,10415.0,48670.0,2820.0,28995.0,74935.0,67780.0,2030.0,5105.0,28595.0,20955.0,1420.0,11895.0,1130.0,2295.0,135.0,2435.0,10595.0,15215.0,17620.0,7345.0,2795.0,1810.0,875.0,3280.0,760.0,2275.0,6990.0,14155.0,27605.0,7480.0,1450.0,755.0,1040.0,67780.0,16100.0,20515.0,13835.0,12115.0,2895.0,920.0
13,28,79,17,144170,70115.0,74045,24335.0,94465,25390.0,113670.0,4815.0,1145.0,2365.0,17905.0,70.0,955.0,10.0,111200.0,780.0,205.0,2755.0,35.0,890.0,105.0,1770.0,1520.0,14555.0,15.0,0.0,0.0,55.0,0.0,0.0,115045.0,29130,12465.0,47210.0,10460.0,11880.0,47235,14920.0,54995.0,15125.0,60035.0,14015.0,19300.0,5050.0,70630.0,23835.0,25110.0,265.0,64930.0,63365,1925.0,4670.0,9240.0,23800.0,39555.0,775.0,20.0,47015.0,16025.0,0.0,1235.0,85.0,0.0,3280.0,225.0,0.0,1315.0,6770.0,2430.0,12240.0,18825.0,69885,16500.0,24335.0,745.0,1455.0,4540.0,6915.0,7865.0,10225.0,36415.0,33450.0,6865.0,8730.0,11905.0,11275.0,1545.0,685.0,11105.0,680.0,14635.0,3700.0,54215.0,15400.0,13345.0,2715.0,18990.0,4740.0,660.0,755.0,1835.0,8830.0,9945.0,6845.0,63455.0,5350.0,14490.0,245.0,23835.0,61910.0,54315.0,1135.0,6470.0,24065.0,18255.0,935.0,6560.0,315.0,1560.0,0.0,1725.0,13955.0,15790.0,12925.0,3905.0,550.0,85.0,30.0,35.0,130.0,1540.0,5590.0,13800.0,24415.0,3740.0,150.0,45.0,15.0,54315.0,11700.0,15710.0,11150.0,8720.0,2285.0,1090.0
13,28,79,18,93420,45745.0,47670,16725.0,66265,10450.0,79370.0,4030.0,360.0,2065.0,5985.0,180.0,395.0,0.0,78210.0,310.0,205.0,3145.0,65.0,245.0,105.0,1645.0,840.0,3800.0,55.0,90.0,55.0,255.0,0.0,0.0,80550.0,12880,8725.0,32690.0,4330.0,7975.0,33585,6120.0,39300.0,6445.0,41240.0,6435.0,14000.0,2725.0,56520.0,9765.0,10045.0,410.0,46670.0,38120,1385.0,3060.0,4200.0,16595.0,29435.0,445.0,50.0,32030.0,6045.0,0.0,990.0,170.0,0.0,2600.0,255.0,0.0,725.0,3085.0,1425.0,5560.0,7465.0,44090,18150.0,16725.0,375.0,890.0,2075.0,3220.0,3505.0,3685.0,22905.0,21160.0,7775.0,10165.0,8545.0,7750.0,1045.0,95.0,4595.0,835.0,6595.0,765.0,37300.0,6565.0,16535.0,1480.0,13870.0,2515.0,465.0,545.0,1570.0,3405.0,4700.0,2340.0,41285.0,2510.0,17290.0,435.0,16650.0,43510.0,37780.0,795.0,4945.0,11050.0,17475.0,315.0,6320.0,335.0,1375.0,150.0,2835.0,7775.0,9380.0,10610.0,3155.0,710.0,300.0,140.0,45.0,955.0,1885.0,5055.0,9990.0,14360.0,2545.0,265.0,45.0,40.0,37780.0,9765.0,11480.0,8025.0,5495.0,1330.0,490.0
13,28,79,19,69850,34340.0,35520,13875.0,46505,9440.0,59460.0,3415.0,310.0,530.0,4710.0,95.0,295.0,0.0,58195.0,465.0,125.0,2335.0,45.0,70.0,50.0,300.0,510.0,3125.0,20.0,15.0,10.0,230.0,0.0,0.0,59890.0,9930,7115.0,23115.0,4105.0,6740.0,23420,5335.0,29365.0,4985.0,30555.0,4960.0,12130.0,1745.0,38465.0,8070.0,9305.0,140.0,32370.0,31420,790.0,1975.0,3260.0,13720.0,18130.0,365.0,5.0,25105.0,6290.0,0.0,555.0,65.0,0.0,1750.0,155.0,0.0,640.0,2370.0,715.0,4595.0,6270.0,31140,13260.0,13875.0,175.0,540.0,1890.0,2615.0,2855.0,3300.0,16065.0,15080.0,6035.0,7125.0,7080.0,6680.0,695.0,0.0,4275.0,320.0,5680.0,580.0,25395.0,5700.0,11710.0,1560.0,12105.0,1730.0,215.0,250.0,775.0,3350.0,3170.0,2445.0,28695.0,2225.0,12730.0,265.0,13820.0,30295.0,25875.0,795.0,3620.0,9810.0,10045.0,390.0,4210.0,155.0,845.0,0.0,805.0,6400.0,6590.0,8565.0,1100.0,440.0,65.0,35.0,45.0,55.0,565.0,2855.0,6525.0,11935.0,2545.0,210.0,115.0,85.0,25875.0,4935.0,7625.0,5560.0,5490.0,1115.0,435.0
13,28,79,20,154310,73445.0,80875,26100.0,101340,26855.0,133300.0,4740.0,845.0,515.0,11720.0,270.0,750.0,10.0,131755.0,515.0,255.0,3015.0,80.0,510.0,145.0,95.0,1075.0,8615.0,50.0,65.0,130.0,410.0,0.0,0.0,135805.0,18510,13385.0,49615.0,10435.0,12760.0,51715,16435.0,64650.0,8840.0,71185.0,9685.0,23240.0,2850.0,86045.0,15290.0,26465.0,365.0,69035.0,67135,2330.0,5170.0,10600.0,25145.0,41210.0,1125.0,40.0,51630.0,15305.0,0.0,1215.0,320.0,0.0,3650.0,340.0,0.0,1430.0,8180.0,1595.0,10650.0,16700.0,65865,33365.0,26100.0,355.0,1045.0,3090.0,6545.0,6975.0,8765.0,32925.0,32885.0,15145.0,17260.0,12890.0,12305.0,1225.0,175.0,10085.0,335.0,14620.0,1835.0,56930.0,8625.0,28870.0,3725.0,22865.0,2410.0,365.0,405.0,955.0,8455.0,7505.0,7085.0,58680.0,6240.0,30935.0,1190.0,25105.0,67440.0,60590.0,2050.0,4845.0,25665.0,21735.0,1190.0,7090.0,690.0,1505.0,20.0,6060.0,11635.0,13115.0,16530.0,4765.0,1535.0,1145.0,355.0,765.0,275.0,2020.0,6720.0,15410.0,24680.0,4950.0,730.0,205.0,160.0,60590.0,14505.0,17720.0,12335.0,10480.0,1960.0,695.0
13,28,79,21,45625,22225.0,23395,8200.0,30905,6515.0,39790.0,1775.0,65.0,355.0,2955.0,270.0,165.0,0.0,39245.0,160.0,90.0,715.0,25.0,10.0,10.0,185.0,240.0,1945.0,15.0,165.0,40.0,0.0,0.0,0.0,40540.0,5090,4240.0,15055.0,2925.0,3945.0,15850,3595.0,19835.0,2385.0,20690.0,2715.0,7305.0,885.0,26895.0,4015.0,6325.0,190.0,20585.0,21005,570.0,1465.0,2000.0,8125.0,12135.0,270.0,10.0,16595.0,4420.0,0.0,465.0,90.0,0.0,1210.0,130.0,10.0,360.0,1460.0,245.0,1585.0,2825.0,17040,15735.0,8200.0,75.0,155.0,570.0,940.0,1180.0,1595.0,8645.0,8410.0,7495.0,8170.0,4215.0,3925.0,235.0,0.0,1385.0,135.0,2440.0,325.0,14940.0,2100.0,14090.0,1650.0,7255.0,885.0,50.0,90.0,270.0,1135.0,1365.0,1220.0,14850.0,2025.0,14200.0,1460.0,8150.0,20370.0,17700.0,825.0,1850.0,6990.0,6060.0,385.0,3130.0,220.0,580.0,0.0,850.0,2590.0,2940.0,4290.0,2030.0,1790.0,750.0,215.0,550.0,110.0,1145.0,1630.0,3910.0,6360.0,2835.0,380.0,105.0,75.0,17700.0,3735.0,5535.0,3890.0,3255.0,900.0,170.0
